c_symbol,python_class,method,owning_class,binding_kind
EnergyWeapon_SetPowerSetting,PhaserBankPtr,SetPowerSetting,EnergyWeapon,direct
ShipSubsystem_SetProperty,PhaserBankPtr,SetProperty,ShipSubsystem,direct
Weapon_StopFiring,PhaserBankPtr,StopFiring,Weapon,direct
ShipSubsystem_Update,PhaserBankPtr,Update,ShipSubsystem,direct
PhaserBank_UpdateCharge,PhaserBankPtr,UpdateCharge,PhaserBank,direct
ShipSubsystem_UpdateDamagePoint,PhaserBankPtr,UpdateDamagePoint,ShipSubsystem,direct
TGModelProperty_DecRefCount,PhaserProperty,DecRefCount,TGModelProperty,direct
TGObject_Destroy,PhaserProperty,Destroy,TGObject,direct
Duplicate,PhaserProperty,Duplicate,,python_wrapper
TGModelProperty_Edit,PhaserProperty,Edit,TGModelProperty,direct
PhaserProperty_GetArcHeightAngleMax,PhaserProperty,GetArcHeightAngleMax,PhaserProperty,direct
PhaserProperty_GetArcHeightAngleMin,PhaserProperty,GetArcHeightAngleMin,PhaserProperty,direct
PhaserProperty_GetArcHeightAngles,PhaserProperty,GetArcHeightAngles,PhaserProperty,direct
PhaserProperty_GetArcWidthAngleMax,PhaserProperty,GetArcWidthAngleMax,PhaserProperty,direct
PhaserProperty_GetArcWidthAngleMin,PhaserProperty,GetArcWidthAngleMin,PhaserProperty,direct
PhaserProperty_GetArcWidthAngles,PhaserProperty,GetArcWidthAngles,PhaserProperty,direct
PhaserProperty_GetCoreScale,PhaserProperty,GetCoreScale,PhaserProperty,direct
WeaponProperty_GetDamageRadiusFactor,PhaserProperty,GetDamageRadiusFactor,WeaponProperty,direct
SubsystemProperty_GetDisabledPercentage,PhaserProperty,GetDisabledPercentage,SubsystemProperty,direct
EnergyWeaponProperty_GetFireSound,PhaserProperty,GetFireSound,EnergyWeaponProperty,direct
WeaponProperty_GetGroups,PhaserProperty,GetGroups,WeaponProperty,direct
WeaponProperty_GetIconNum,PhaserProperty,GetIconNum,WeaponProperty,direct
WeaponProperty_GetIconPositionX,PhaserProperty,GetIconPositionX,WeaponProperty,direct
WeaponProperty_GetIconPositionY,PhaserProperty,GetIconPositionY,WeaponProperty,direct
EnergyWeaponProperty_GetIndicatorIconNum,PhaserProperty,GetIndicatorIconNum,EnergyWeaponProperty,direct
EnergyWeaponProperty_GetIndicatorIconPositionX,PhaserProperty,GetIndicatorIconPositionX,EnergyWeaponProperty,direct
EnergyWeaponProperty_GetIndicatorIconPositionY,PhaserProperty,GetIndicatorIconPositionY,EnergyWeaponProperty,direct
GetInnerCoreColor,PhaserProperty,GetInnerCoreColor,,python_wrapper
GetInnerShellColor,PhaserProperty,GetInnerShellColor,,python_wrapper
PhaserProperty_GetLength,PhaserProperty,GetLength,PhaserProperty,direct
PhaserProperty_GetLengthTextureTilePerUnit,PhaserProperty,GetLengthTextureTilePerUnit,PhaserProperty,direct
PhaserProperty_GetMainRadius,PhaserProperty,GetMainRadius,PhaserProperty,direct
EnergyWeaponProperty_GetMaxCharge,PhaserProperty,GetMaxCharge,EnergyWeaponProperty,direct
SubsystemProperty_GetMaxCondition,PhaserProperty,GetMaxCondition,SubsystemProperty,direct
EnergyWeaponProperty_GetMaxDamage,PhaserProperty,GetMaxDamage,EnergyWeaponProperty,direct
EnergyWeaponProperty_GetMaxDamageDistance,PhaserProperty,GetMaxDamageDistance,EnergyWeaponProperty,direct
EnergyWeaponProperty_GetMinFiringCharge,PhaserProperty,GetMinFiringCharge,EnergyWeaponProperty,direct
GetName,PhaserProperty,GetName,,python_wrapper
EnergyWeaponProperty_GetNormalDischargeRate,PhaserProperty,GetNormalDischargeRate,EnergyWeaponProperty,direct
PhaserProperty_GetNumSides,PhaserProperty,GetNumSides,PhaserProperty,direct
TGObject_GetObjID,PhaserProperty,GetObjID,TGObject,direct
TGObject_GetObjType,PhaserProperty,GetObjType,TGObject,direct
GetOrientationForward,PhaserProperty,GetOrientationForward,,python_wrapper
GetOrientationUp,PhaserProperty,GetOrientationUp,,python_wrapper
GetOuterCoreColor,PhaserProperty,GetOuterCoreColor,,python_wrapper
GetOuterShellColor,PhaserProperty,GetOuterShellColor,,python_wrapper
PhaserProperty_GetPerimeterTile,PhaserProperty,GetPerimeterTile,PhaserProperty,direct
PhaserProperty_GetPhaserTextureEnd,PhaserProperty,GetPhaserTextureEnd,PhaserProperty,direct
PhaserProperty_GetPhaserTextureStart,PhaserProperty,GetPhaserTextureStart,PhaserProperty,direct
PhaserProperty_GetPhaserWidth,PhaserProperty,GetPhaserWidth,PhaserProperty,direct
GetPosition,PhaserProperty,GetPosition,,python_wrapper
SubsystemProperty_GetPosition2D,PhaserProperty,GetPosition2D,SubsystemProperty,direct
GetPositionTG,PhaserProperty,GetPositionTG,,python_wrapper
SubsystemProperty_GetRadius,PhaserProperty,GetRadius,SubsystemProperty,direct
EnergyWeaponProperty_GetRechargeRate,PhaserProperty,GetRechargeRate,EnergyWeaponProperty,direct
TGModelProperty_GetRefCount,PhaserProperty,GetRefCount,TGModelProperty,direct
SubsystemProperty_GetRepairComplexity,PhaserProperty,GetRepairComplexity,SubsystemProperty,direct
PhaserProperty_GetTaperMaxLength,PhaserProperty,GetTaperMaxLength,PhaserProperty,direct
PhaserProperty_GetTaperMinLength,PhaserProperty,GetTaperMinLength,PhaserProperty,direct
PhaserProperty_GetTaperRadius,PhaserProperty,GetTaperRadius,PhaserProperty,direct
PhaserProperty_GetTaperRatio,PhaserProperty,GetTaperRatio,PhaserProperty,direct
PhaserProperty_GetTextureName,PhaserProperty,GetTextureName,PhaserProperty,direct
PhaserProperty_GetTextureSpeed,PhaserProperty,GetTextureSpeed,PhaserProperty,direct
WeaponProperty_GetWeaponID,PhaserProperty,GetWeaponID,WeaponProperty,direct
PhaserProperty_GetWidth,PhaserProperty,GetWidth,PhaserProperty,direct
TGModelProperty_IncRefCount,PhaserProperty,IncRefCount,TGModelProperty,direct
SubsystemProperty_IsCritical,PhaserProperty,IsCritical,SubsystemProperty,direct
WeaponProperty_IsDumbfire,PhaserProperty,IsDumbfire,WeaponProperty,direct
WeaponProperty_IsIconAboveShip,PhaserProperty,IsIconAboveShip,WeaponProperty,direct
WeaponProperty_IsMemberOfGroup,PhaserProperty,IsMemberOfGroup,WeaponProperty,direct
SubsystemProperty_IsPrimary,PhaserProperty,IsPrimary,SubsystemProperty,direct
SubsystemProperty_IsTargetable,PhaserProperty,IsTargetable,SubsystemProperty,direct
TGObject_IsTypeOf,PhaserProperty,IsTypeOf,TGObject,direct
TGObject_Print,PhaserProperty,Print,TGObject,direct
PhaserProperty_SetArcHeightAngles,PhaserProperty,SetArcHeightAngles,PhaserProperty,direct
PhaserProperty_SetArcWidthAngles,PhaserProperty,SetArcWidthAngles,PhaserProperty,direct
PhaserProperty_SetCoreScale,PhaserProperty,SetCoreScale,PhaserProperty,direct
SubsystemProperty_SetCritical,PhaserProperty,SetCritical,SubsystemProperty,direct
WeaponProperty_SetDamageRadiusFactor,PhaserProperty,SetDamageRadiusFactor,WeaponProperty,direct
SubsystemProperty_SetDisabledPercentage,PhaserProperty,SetDisabledPercentage,SubsystemProperty,direct
WeaponProperty_SetDumbfire,PhaserProperty,SetDumbfire,WeaponProperty,direct
EnergyWeaponProperty_SetFireSound,PhaserProperty,SetFireSound,EnergyWeaponProperty,direct
WeaponProperty_SetGroups,PhaserProperty,SetGroups,WeaponProperty,direct
WeaponProperty_SetIconAboveShip,PhaserProperty,SetIconAboveShip,WeaponProperty,direct
WeaponProperty_SetIconNum,PhaserProperty,SetIconNum,WeaponProperty,direct
WeaponProperty_SetIconPositionX,PhaserProperty,SetIconPositionX,WeaponProperty,direct
WeaponProperty_SetIconPositionY,PhaserProperty,SetIconPositionY,WeaponProperty,direct
EnergyWeaponProperty_SetIndicatorIconNum,PhaserProperty,SetIndicatorIconNum,EnergyWeaponProperty,direct
EnergyWeaponProperty_SetIndicatorIconPositionX,PhaserProperty,SetIndicatorIconPositionX,EnergyWeaponProperty,direct
EnergyWeaponProperty_SetIndicatorIconPositionY,PhaserProperty,SetIndicatorIconPositionY,EnergyWeaponProperty,direct
PhaserProperty_SetInnerCoreColor,PhaserProperty,SetInnerCoreColor,PhaserProperty,direct
PhaserProperty_SetInnerShellColor,PhaserProperty,SetInnerShellColor,PhaserProperty,direct
PhaserProperty_SetLength,PhaserProperty,SetLength,PhaserProperty,direct
PhaserProperty_SetLengthTextureTilePerUnit,PhaserProperty,SetLengthTextureTilePerUnit,PhaserProperty,direct
PhaserProperty_SetMainRadius,PhaserProperty,SetMainRadius,PhaserProperty,direct
EnergyWeaponProperty_SetMaxCharge,PhaserProperty,SetMaxCharge,EnergyWeaponProperty,direct
SubsystemProperty_SetMaxCondition,PhaserProperty,SetMaxCondition,SubsystemProperty,direct
EnergyWeaponProperty_SetMaxDamage,PhaserProperty,SetMaxDamage,EnergyWeaponProperty,direct
EnergyWeaponProperty_SetMaxDamageDistance,PhaserProperty,SetMaxDamageDistance,EnergyWeaponProperty,direct
EnergyWeaponProperty_SetMinFiringCharge,PhaserProperty,SetMinFiringCharge,EnergyWeaponProperty,direct
TGModelProperty_SetName,PhaserProperty,SetName,TGModelProperty,direct
TGModelProperty_SetNameW,PhaserProperty,SetNameW,TGModelProperty,direct
EnergyWeaponProperty_SetNormalDischargeRate,PhaserProperty,SetNormalDischargeRate,EnergyWeaponProperty,direct
PhaserProperty_SetNumSides,PhaserProperty,SetNumSides,PhaserProperty,direct
PhaserProperty_SetOrientation,PhaserProperty,SetOrientation,PhaserProperty,direct
PhaserProperty_SetOuterCoreColor,PhaserProperty,SetOuterCoreColor,PhaserProperty,direct
PhaserProperty_SetOuterShellColor,PhaserProperty,SetOuterShellColor,PhaserProperty,direct
PhaserProperty_SetPerimeterTile,PhaserProperty,SetPerimeterTile,PhaserProperty,direct
PhaserProperty_SetPhaserTextureEnd,PhaserProperty,SetPhaserTextureEnd,PhaserProperty,direct
PhaserProperty_SetPhaserTextureStart,PhaserProperty,SetPhaserTextureStart,PhaserProperty,direct
PhaserProperty_SetPhaserWidth,PhaserProperty,SetPhaserWidth,PhaserProperty,direct
SubsystemProperty_SetPosition,PhaserProperty,SetPosition,SubsystemProperty,direct
SubsystemProperty_SetPosition2D,PhaserProperty,SetPosition2D,SubsystemProperty,direct
SubsystemProperty_SetPrimary,PhaserProperty,SetPrimary,SubsystemProperty,direct
SubsystemProperty_SetRadius,PhaserProperty,SetRadius,SubsystemProperty,direct
EnergyWeaponProperty_SetRechargeRate,PhaserProperty,SetRechargeRate,EnergyWeaponProperty,direct
SubsystemProperty_SetRepairComplexity,PhaserProperty,SetRepairComplexity,SubsystemProperty,direct
PhaserProperty_SetTaperMaxLength,PhaserProperty,SetTaperMaxLength,PhaserProperty,direct
PhaserProperty_SetTaperMinLength,PhaserProperty,SetTaperMinLength,PhaserProperty,direct
PhaserProperty_SetTaperRadius,PhaserProperty,SetTaperRadius,PhaserProperty,direct
PhaserProperty_SetTaperRatio,PhaserProperty,SetTaperRatio,PhaserProperty,direct
SubsystemProperty_SetTargetable,PhaserProperty,SetTargetable,SubsystemProperty,direct
PhaserProperty_SetTextureName,PhaserProperty,SetTextureName,PhaserProperty,direct
PhaserProperty_SetTextureSpeed,PhaserProperty,SetTextureSpeed,PhaserProperty,direct
WeaponProperty_SetWeaponID,PhaserProperty,SetWeaponID,WeaponProperty,direct
PhaserProperty_SetWidth,PhaserProperty,SetWidth,PhaserProperty,direct
TGModelProperty_WriteInit,PhaserProperty,WriteInit,TGModelProperty,direct
TGModelProperty_DecRefCount,PhaserPropertyPtr,DecRefCount,TGModelProperty,direct
TGObject_Destroy,PhaserPropertyPtr,Destroy,TGObject,direct
Duplicate,PhaserPropertyPtr,Duplicate,,python_wrapper
TGModelProperty_Edit,PhaserPropertyPtr,Edit,TGModelProperty,direct
PhaserProperty_GetArcHeightAngleMax,PhaserPropertyPtr,GetArcHeightAngleMax,PhaserProperty,direct
PhaserProperty_GetArcHeightAngleMin,PhaserPropertyPtr,GetArcHeightAngleMin,PhaserProperty,direct
PhaserProperty_GetArcHeightAngles,PhaserPropertyPtr,GetArcHeightAngles,PhaserProperty,direct
PhaserProperty_GetArcWidthAngleMax,PhaserPropertyPtr,GetArcWidthAngleMax,PhaserProperty,direct
PhaserProperty_GetArcWidthAngleMin,PhaserPropertyPtr,GetArcWidthAngleMin,PhaserProperty,direct
PhaserProperty_GetArcWidthAngles,PhaserPropertyPtr,GetArcWidthAngles,PhaserProperty,direct
PhaserProperty_GetCoreScale,PhaserPropertyPtr,GetCoreScale,PhaserProperty,direct
WeaponProperty_GetDamageRadiusFactor,PhaserPropertyPtr,GetDamageRadiusFactor,WeaponProperty,direct
SubsystemProperty_GetDisabledPercentage,PhaserPropertyPtr,GetDisabledPercentage,SubsystemProperty,direct
EnergyWeaponProperty_GetFireSound,PhaserPropertyPtr,GetFireSound,EnergyWeaponProperty,direct
WeaponProperty_GetGroups,PhaserPropertyPtr,GetGroups,WeaponProperty,direct
WeaponProperty_GetIconNum,PhaserPropertyPtr,GetIconNum,WeaponProperty,direct
WeaponProperty_GetIconPositionX,PhaserPropertyPtr,GetIconPositionX,WeaponProperty,direct
WeaponProperty_GetIconPositionY,PhaserPropertyPtr,GetIconPositionY,WeaponProperty,direct
EnergyWeaponProperty_GetIndicatorIconNum,PhaserPropertyPtr,GetIndicatorIconNum,EnergyWeaponProperty,direct
EnergyWeaponProperty_GetIndicatorIconPositionX,PhaserPropertyPtr,GetIndicatorIconPositionX,EnergyWeaponProperty,direct
EnergyWeaponProperty_GetIndicatorIconPositionY,PhaserPropertyPtr,GetIndicatorIconPositionY,EnergyWeaponProperty,direct
GetInnerCoreColor,PhaserPropertyPtr,GetInnerCoreColor,,python_wrapper
GetInnerShellColor,PhaserPropertyPtr,GetInnerShellColor,,python_wrapper
PhaserProperty_GetLength,PhaserPropertyPtr,GetLength,PhaserProperty,direct
PhaserProperty_GetLengthTextureTilePerUnit,PhaserPropertyPtr,GetLengthTextureTilePerUnit,PhaserProperty,direct
PhaserProperty_GetMainRadius,PhaserPropertyPtr,GetMainRadius,PhaserProperty,direct
EnergyWeaponProperty_GetMaxCharge,PhaserPropertyPtr,GetMaxCharge,EnergyWeaponProperty,direct
SubsystemProperty_GetMaxCondition,PhaserPropertyPtr,GetMaxCondition,SubsystemProperty,direct
EnergyWeaponProperty_GetMaxDamage,PhaserPropertyPtr,GetMaxDamage,EnergyWeaponProperty,direct
EnergyWeaponProperty_GetMaxDamageDistance,PhaserPropertyPtr,GetMaxDamageDistance,EnergyWeaponProperty,direct
EnergyWeaponProperty_GetMinFiringCharge,PhaserPropertyPtr,GetMinFiringCharge,EnergyWeaponProperty,direct
GetName,PhaserPropertyPtr,GetName,,python_wrapper
EnergyWeaponProperty_GetNormalDischargeRate,PhaserPropertyPtr,GetNormalDischargeRate,EnergyWeaponProperty,direct
PhaserProperty_GetNumSides,PhaserPropertyPtr,GetNumSides,PhaserProperty,direct
TGObject_GetObjID,PhaserPropertyPtr,GetObjID,TGObject,direct
TGObject_GetObjType,PhaserPropertyPtr,GetObjType,TGObject,direct
GetOrientationForward,PhaserPropertyPtr,GetOrientationForward,,python_wrapper
GetOrientationUp,PhaserPropertyPtr,GetOrientationUp,,python_wrapper
GetOuterCoreColor,PhaserPropertyPtr,GetOuterCoreColor,,python_wrapper
GetOuterShellColor,PhaserPropertyPtr,GetOuterShellColor,,python_wrapper
PhaserProperty_GetPerimeterTile,PhaserPropertyPtr,GetPerimeterTile,PhaserProperty,direct
PhaserProperty_GetPhaserTextureEnd,PhaserPropertyPtr,GetPhaserTextureEnd,PhaserProperty,direct
PhaserProperty_GetPhaserTextureStart,PhaserPropertyPtr,GetPhaserTextureStart,PhaserProperty,direct
PhaserProperty_GetPhaserWidth,PhaserPropertyPtr,GetPhaserWidth,PhaserProperty,direct
GetPosition,PhaserPropertyPtr,GetPosition,,python_wrapper
SubsystemProperty_GetPosition2D,PhaserPropertyPtr,GetPosition2D,SubsystemProperty,direct
GetPositionTG,PhaserPropertyPtr,GetPositionTG,,python_wrapper
SubsystemProperty_GetRadius,PhaserPropertyPtr,GetRadius,SubsystemProperty,direct
EnergyWeaponProperty_GetRechargeRate,PhaserPropertyPtr,GetRechargeRate,EnergyWeaponProperty,direct
TGModelProperty_GetRefCount,PhaserPropertyPtr,GetRefCount,TGModelProperty,direct
SubsystemProperty_GetRepairComplexity,PhaserPropertyPtr,GetRepairComplexity,SubsystemProperty,direct
PhaserProperty_GetTaperMaxLength,PhaserPropertyPtr,GetTaperMaxLength,PhaserProperty,direct
PhaserProperty_GetTaperMinLength,PhaserPropertyPtr,GetTaperMinLength,PhaserProperty,direct
PhaserProperty_GetTaperRadius,PhaserPropertyPtr,GetTaperRadius,PhaserProperty,direct
PhaserProperty_GetTaperRatio,PhaserPropertyPtr,GetTaperRatio,PhaserProperty,direct
PhaserProperty_GetTextureName,PhaserPropertyPtr,GetTextureName,PhaserProperty,direct
PhaserProperty_GetTextureSpeed,PhaserPropertyPtr,GetTextureSpeed,PhaserProperty,direct
WeaponProperty_GetWeaponID,PhaserPropertyPtr,GetWeaponID,WeaponProperty,direct
PhaserProperty_GetWidth,PhaserPropertyPtr,GetWidth,PhaserProperty,direct
TGModelProperty_IncRefCount,PhaserPropertyPtr,IncRefCount,TGModelProperty,direct
SubsystemProperty_IsCritical,PhaserPropertyPtr,IsCritical,SubsystemProperty,direct
WeaponProperty_IsDumbfire,PhaserPropertyPtr,IsDumbfire,WeaponProperty,direct
WeaponProperty_IsIconAboveShip,PhaserPropertyPtr,IsIconAboveShip,WeaponProperty,direct
WeaponProperty_IsMemberOfGroup,PhaserPropertyPtr,IsMemberOfGroup,WeaponProperty,direct
SubsystemProperty_IsPrimary,PhaserPropertyPtr,IsPrimary,SubsystemProperty,direct
SubsystemProperty_IsTargetable,PhaserPropertyPtr,IsTargetable,SubsystemProperty,direct
TGObject_IsTypeOf,PhaserPropertyPtr,IsTypeOf,TGObject,direct
TGObject_Print,PhaserPropertyPtr,Print,TGObject,direct
PhaserProperty_SetArcHeightAngles,PhaserPropertyPtr,SetArcHeightAngles,PhaserProperty,direct
PhaserProperty_SetArcWidthAngles,PhaserPropertyPtr,SetArcWidthAngles,PhaserProperty,direct
PhaserProperty_SetCoreScale,PhaserPropertyPtr,SetCoreScale,PhaserProperty,direct
SubsystemProperty_SetCritical,PhaserPropertyPtr,SetCritical,SubsystemProperty,direct
WeaponProperty_SetDamageRadiusFactor,PhaserPropertyPtr,SetDamageRadiusFactor,WeaponProperty,direct
SubsystemProperty_SetDisabledPercentage,PhaserPropertyPtr,SetDisabledPercentage,SubsystemProperty,direct
WeaponProperty_SetDumbfire,PhaserPropertyPtr,SetDumbfire,WeaponProperty,direct
EnergyWeaponProperty_SetFireSound,PhaserPropertyPtr,SetFireSound,EnergyWeaponProperty,direct
WeaponProperty_SetGroups,PhaserPropertyPtr,SetGroups,WeaponProperty,direct
WeaponProperty_SetIconAboveShip,PhaserPropertyPtr,SetIconAboveShip,WeaponProperty,direct
WeaponProperty_SetIconNum,PhaserPropertyPtr,SetIconNum,WeaponProperty,direct
WeaponProperty_SetIconPositionX,PhaserPropertyPtr,SetIconPositionX,WeaponProperty,direct
WeaponProperty_SetIconPositionY,PhaserPropertyPtr,SetIconPositionY,WeaponProperty,direct
EnergyWeaponProperty_SetIndicatorIconNum,PhaserPropertyPtr,SetIndicatorIconNum,EnergyWeaponProperty,direct
EnergyWeaponProperty_SetIndicatorIconPositionX,PhaserPropertyPtr,SetIndicatorIconPositionX,EnergyWeaponProperty,direct
EnergyWeaponProperty_SetIndicatorIconPositionY,PhaserPropertyPtr,SetIndicatorIconPositionY,EnergyWeaponProperty,direct
PhaserProperty_SetInnerCoreColor,PhaserPropertyPtr,SetInnerCoreColor,PhaserProperty,direct
PhaserProperty_SetInnerShellColor,PhaserPropertyPtr,SetInnerShellColor,PhaserProperty,direct
PhaserProperty_SetLength,PhaserPropertyPtr,SetLength,PhaserProperty,direct
PhaserProperty_SetLengthTextureTilePerUnit,PhaserPropertyPtr,SetLengthTextureTilePerUnit,PhaserProperty,direct
PhaserProperty_SetMainRadius,PhaserPropertyPtr,SetMainRadius,PhaserProperty,direct
EnergyWeaponProperty_SetMaxCharge,PhaserPropertyPtr,SetMaxCharge,EnergyWeaponProperty,direct
SubsystemProperty_SetMaxCondition,PhaserPropertyPtr,SetMaxCondition,SubsystemProperty,direct
EnergyWeaponProperty_SetMaxDamage,PhaserPropertyPtr,SetMaxDamage,EnergyWeaponProperty,direct
EnergyWeaponProperty_SetMaxDamageDistance,PhaserPropertyPtr,SetMaxDamageDistance,EnergyWeaponProperty,direct
EnergyWeaponProperty_SetMinFiringCharge,PhaserPropertyPtr,SetMinFiringCharge,EnergyWeaponProperty,direct
TGModelProperty_SetName,PhaserPropertyPtr,SetName,TGModelProperty,direct
TGModelProperty_SetNameW,PhaserPropertyPtr,SetNameW,TGModelProperty,direct
EnergyWeaponProperty_SetNormalDischargeRate,PhaserPropertyPtr,SetNormalDischargeRate,EnergyWeaponProperty,direct
PhaserProperty_SetNumSides,PhaserPropertyPtr,SetNumSides,PhaserProperty,direct
PhaserProperty_SetOrientation,PhaserPropertyPtr,SetOrientation,PhaserProperty,direct
PhaserProperty_SetOuterCoreColor,PhaserPropertyPtr,SetOuterCoreColor,PhaserProperty,direct
PhaserProperty_SetOuterShellColor,PhaserPropertyPtr,SetOuterShellColor,PhaserProperty,direct
PhaserProperty_SetPerimeterTile,PhaserPropertyPtr,SetPerimeterTile,PhaserProperty,direct
PhaserProperty_SetPhaserTextureEnd,PhaserPropertyPtr,SetPhaserTextureEnd,PhaserProperty,direct
PhaserProperty_SetPhaserTextureStart,PhaserPropertyPtr,SetPhaserTextureStart,PhaserProperty,direct
PhaserProperty_SetPhaserWidth,PhaserPropertyPtr,SetPhaserWidth,PhaserProperty,direct
SubsystemProperty_SetPosition,PhaserPropertyPtr,SetPosition,SubsystemProperty,direct
SubsystemProperty_SetPosition2D,PhaserPropertyPtr,SetPosition2D,SubsystemProperty,direct
SubsystemProperty_SetPrimary,PhaserPropertyPtr,SetPrimary,SubsystemProperty,direct
SubsystemProperty_SetRadius,PhaserPropertyPtr,SetRadius,SubsystemProperty,direct
EnergyWeaponProperty_SetRechargeRate,PhaserPropertyPtr,SetRechargeRate,EnergyWeaponProperty,direct
SubsystemProperty_SetRepairComplexity,PhaserPropertyPtr,SetRepairComplexity,SubsystemProperty,direct
PhaserProperty_SetTaperMaxLength,PhaserPropertyPtr,SetTaperMaxLength,PhaserProperty,direct
PhaserProperty_SetTaperMinLength,PhaserPropertyPtr,SetTaperMinLength,PhaserProperty,direct
PhaserProperty_SetTaperRadius,PhaserPropertyPtr,SetTaperRadius,PhaserProperty,direct
PhaserProperty_SetTaperRatio,PhaserPropertyPtr,SetTaperRatio,PhaserProperty,direct
SubsystemProperty_SetTargetable,PhaserPropertyPtr,SetTargetable,SubsystemProperty,direct
PhaserProperty_SetTextureName,PhaserPropertyPtr,SetTextureName,PhaserProperty,direct
PhaserProperty_SetTextureSpeed,PhaserPropertyPtr,SetTextureSpeed,PhaserProperty,direct
WeaponProperty_SetWeaponID,PhaserPropertyPtr,SetWeaponID,WeaponProperty,direct
PhaserProperty_SetWidth,PhaserPropertyPtr,SetWidth,PhaserProperty,direct
TGModelProperty_WriteInit,PhaserPropertyPtr,WriteInit,TGModelProperty,direct
ShipSubsystem_AddChildSubsystem,PhaserSystem,AddChildSubsystem,ShipSubsystem,direct
TGEventHandlerObject_AddPythonFuncHandlerForInstance,PhaserSystem,AddPythonFuncHandlerForInstance,TGEventHandlerObject,direct
TGEventHandlerObject_AddPythonMethodHandlerForInstance,PhaserSystem,AddPythonMethodHandlerForInstance,TGEventHandlerObject,direct
